,Diplome,Entreprise,Experience,Technologies,Ville,Metier
3623,master,Cognizant,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Paris,2
5101,phd,Amazon.com,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Lille,3
2537,master,Ball Aerospace,2.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Paris,0
1170,phd,"Pandora Media, Inc.",7.0,"['Python', 'Tensorflow', 'R', 'Big data']",Marseille,3
8165,phd,Ball Aerospace,0.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Strasbourg,2
2568,no diploma,Ball Aerospace,2.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Nantes,1
4092,master,Ball Aerospace,3.0,"['Linux', 'Python', 'Hadoop', 'Perl', 'Ruby']",Nantes,1
5022,phd,Ball Aerospace,8.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Lyon,2
1336,phd,Sophia Genetics,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Rennes,2
6485,phd,Civis Analytics,1.0,"['Excel', 'VBA', 'R']",Rouen,2
7480,phd,Amazon.com,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
6901,master,Evident,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Strasbourg,2
1763,msc,h2o.ai,2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Marseille,2
7190,bachelor,"Jenzabar, Inc",7.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,3
5690,bachelor,JD.com,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Lyon,2
4697,master,Allstate,0.0,"['C', 'C++', 'Java', 'Python']",Nice,0
6293,master,M.Gemi,6.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,2
2824,master,Jobspring Partners,1.0,"['Python', 'AWS', 'Docker']",Rennes,0
3121,no diploma,Analytic Recruiting,2.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lyon,1
219,master,McKinsey & Company,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
6715,bachelor,Ball Aerospace,0.0,"['Spark', 'Python']",Bordeaux,0
195,master,Radiant Solutions,3.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
716,master,Conviva,0.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Paris,1
5464,msc,Fidelity Investments,3.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Bordeaux,2
6038,msc,Ball Aerospace,3.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Paris,2
8669,msc,Array BioPharma,1.0,"['C', 'C++', 'Java', 'Python']",Lyon,2
2213,msc,Humu,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,2
9414,bachelor,Jacobs,4.0,"['Python', 'Java', 'Linux', 'GNU']",Nice,1
8869,msc,Ball Aerospace,3.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Paris,3
4726,bsc,Capital One,2.0,"['Elasticsearch', 'Kibana', 'Redshift']",Toulouse,0
8368,phd,Ball Aerospace,0.0,"['MongoDB', 'SQL', 'Docker']",Paris,0
3542,master,Ball Aerospace,4.0,"['Python', 'Spark', 'GNU', 'Linux']",Marseille,1
7161,no diploma,Ball Aerospace,5.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Marseille,1
2971,no diploma,University of Illinois at Chicago,5.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
545,bachelor,Mathematica Policy Research,0.0,"['Python', 'Java', 'Linux', 'GNU']",Lyon,1
6277,msc,KPMG,0.0,"['C', 'C++', 'Java', 'Python']",Lyon,0
3559,bachelor,Groupon,1.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Marseille,2
5527,phd,Ball Aerospace,1.0,"['Linux', 'Python', 'Hadoop', 'Perl', 'Ruby']",Toulon,1
4084,no diploma,University of Texas at Austin,0.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Lille,0
56,master,Ball Aerospace,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Strasbourg,0
4540,no diploma,Ball Aerospace,1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Paris,0
5757,master,Google,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Lille,2
608,no diploma,"Lionshare Lending, LLC",4.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Bordeaux,0
832,master,Mathematica Policy Research,0.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Lyon,2
5543,bachelor,Ball Aerospace,8.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,3
9372,no diploma,Ball Aerospace,2.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Toulouse,0
3363,msc,Pharmerit International,0.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Bordeaux,1
405,no diploma,The Hexagon Lavish,3.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Lyon,1
8830,msc,Talent Savant,0.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Nice,1
8138,msc,Celect,3.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Lyon,1
1695,bachelor,Ball Aerospace,0.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Paris,1
871,bachelor,Social Fulcrum,9.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
4234,no diploma,Georgia Tech Research Institute,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Bordeaux,1
4658,master,Symantec,0.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
2296,phd,Ball Aerospace,2.0,"['Excel', 'VBA', 'R']",Marseille,2
4467,master,The NPD Group,3.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Nantes,1
9247,phd,Dana-Farber Cancer Institute,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
8162,bachelor,Deloitte,4.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
66,bachelor,Joymode,0.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Nantes,1
6047,msc,MassMutual,3.0,"['Python', 'Pyspark', 'Spark']",Paris,1
1006,no diploma,Ropes & Gray,8.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Rouen,0
2234,msc,Ultragenyx Pharmaceutical,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
3825,master,HERE Technologies,1.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Marseille,1
3596,phd,Ball Aerospace,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
6904,phd,Ball Aerospace,4.0,"['Java', 'Python', 'Linux']",Lyon,0
1330,msc,WinterWyman,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Paris,2
6349,master,Takeda Pharmaceutical,1.0,"['Spark', 'Python']",Lyon,0
6617,master,Ra Pharmaceuticals,0.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Toulouse,2
5970,msc,University of Texas at Austin,3.0,"['R', 'machine learning', 'Excel', 'VBA']",Bordeaux,2
5160,msc,Ball Aerospace,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Lyon,0
7370,phd,Constellation Pharmaceuticals,0.0,"['Python', 'Tensorflow', 'R', 'Big data']",Bordeaux,2
241,msc,DataRobot,0.0,"['Elasticsearch', 'Kibana', 'Redshift']",Marseille,0
4771,master,Alation Inc.,7.0,"['Python', 'Java', 'Linux', 'GNU']",Lille,1
1012,master,Ball Aerospace,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,3
7371,msc,CollegeVine,1.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Toulouse,2
939,master,Decision Resources Group,6.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
2027,bsc,SkillDemand,1.0,"['Linux', 'Python', 'Hadoop', 'Perl', 'Ruby']",Paris,1
3490,master,"SPINS, LLC",1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Strasbourg,2
7519,master,Celgene Corporation,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Marseille,2
5350,no diploma,UCB S.A.,2.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Bordeaux,1
9000,master,Morgan Stanley,0.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lyon,2
381,master,Invicro,2.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Paris,3
1177,msc,Ball Aerospace,2.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Toulon,1
6688,bachelor,Google,1.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Marseille,1
1391,bachelor,KNIME,1.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Lyon,3
223,phd,Novartis,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Paris,2
2611,phd,Johnson & Johnson Family of Companies,3.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,2
5091,bachelor,Unum Therapeutics,0.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Lille,2
6396,phd,Burns & McDonnell,1.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Paris,2
9103,master,ICF,3.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Paris,2
5408,msc,Nielsen,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
7550,master,Cognitive Scale,3.0,"['Python', 'Java', 'Linux', 'GNU']",Lille,1
6049,bachelor,BlueLabs Analytics,1.0,"['MongoDB', 'SQL', 'Docker']",Paris,0
8896,bachelor,Dremio,3.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Bordeaux,2
4672,master,Ball Aerospace,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Paris,2
8985,bachelor,Solving IT,0.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Marseille,1
5694,master,Twitter,5.0,"['Hadoop', 'Perl', 'GNU', 'Linux']",Paris,0
361,phd,Celgene Corporation,1.0,"['Excel', 'VBA', 'R']",Marseille,2
1778,master,Ball Aerospace,2.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
4645,msc,Ball Aerospace,3.0,"['Java', 'Linux', 'Docker']",Paris,0
546,msc,Howard Hughes Medical Institute,8.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Paris,2
6313,phd,Dana-Farber Cancer Institute,7.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,3
7650,master,JLL,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Toulouse,2
507,master,Ball Aerospace,4.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lyon,0
977,phd,Soroco,3.0,"['Excel', 'VBA', 'R']",Toulouse,3
8377,msc,Biotech Partners,4.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Rouen,1
6468,phd,Ball Aerospace,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,2
7811,msc,Ball Aerospace,2.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
6198,master,Payette Group,0.0,"['Excel', 'VBA', 'R']",Toulouse,2
349,master,Ball Aerospace,3.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Toulouse,2
7123,phd,Harnham,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,2
4382,master,Eagle SNG,3.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Rouen,2
1327,master,MGH & BWH Center for Clinical Data Science,9.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,3
2459,master,Lieberman Research Worldwide,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Marseille,1
117,msc,Partners HealthCare(PHS),3.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Bordeaux,2
8923,master,ICF,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
1586,master,Neuberger Berman,0.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,2
8409,bsc,Piedmont Healthcare,8.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lille,3
854,master,HiTS,0.0,"['Hadoop(HDFS)', 'Elasticsearch']",Paris,0
5304,master,Payette Group,0.0,"['Java', 'C', 'C++', 'R', 'Python']",Strasbourg,2
1979,phd,McKinsey & Company,3.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
1245,phd,Ball Aerospace,2.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Lyon,1
5868,bachelor,Sapient Global Markets,2.0,"['C', 'C++', 'Java', 'Python']",Lyon,0
2001,no diploma,BNY Mellon,0.0,"['Python', 'Java', 'Linux', 'GNU']",Strasbourg,1
465,phd,CRISPR THERAPEUTICS,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Lille,2
3914,master,Aptiv,0.0,"['Elasticsearch', 'Kibana', 'Redshift']",Marseille,0
2806,bachelor,Ball Aerospace,2.0,"['Java', 'Python', 'Linux']",Marseille,0
8441,master,Chewy,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,2
5856,master,JUUL Labs,3.0,"['Python', 'Java', 'Linux', 'GNU']",Nantes,1
5164,bachelor,CACI,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Marseille,1
5536,master,Amazon.com,2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Rennes,2
8303,master,The University of Chicago,1.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Paris,2
9393,master,Ball Aerospace,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
7491,master,Catalina Marketing,3.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Paris,2
8523,bachelor,Ball Aerospace,7.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lyon,3
8380,no diploma,Ball Aerospace,3.0,"['Spark', 'Python', 'Scala']",Rennes,1
5659,msc,Benchling,0.0,"['Java', 'Python', 'Linux']",Lyon,0
9060,master,United Way,0.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
5081,bachelor,State Street,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Paris,2
4631,no diploma,Anaconda,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
5407,bsc,General Electric,2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Bordeaux,3
192,bsc,Ball Aerospace,5.0,"['Python', 'Java', 'Scala', 'MongoDB']",Marseille,0
6386,master,HONK,0.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Lyon,2
3904,master,Ball Aerospace,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lyon,2
2215,master,Northside Hospital,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Bordeaux,2
348,phd,Lab Pros,0.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
4797,master,Ball Aerospace,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,3
6451,bachelor,Ball Aerospace,0.0,"['Python', 'Pyspark', 'Spark']",Strasbourg,1
873,master,Ball Aerospace,5.0,"['SQL', 'R', 'Python', '', 'Big data']",Toulouse,3
5045,msc,Samsung Research America,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Montpellier,2
6207,master,Ball Aerospace,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Paris,2
5441,msc,Ball Aerospace,3.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Lyon,1
3303,bachelor,Autodesk,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Marseille,2
7688,bachelor,Boston Medical Center (BMC),8.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lille,3
925,bachelor,NDT.com,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,2
2830,master,Varstaff,5.0,"['SQL', 'R', 'Python', '', 'Big data']",Lille,2
3109,master,Workbridge Associates,1.0,"['Python', 'Spark', 'GNU', 'Linux']",Bordeaux,1
3609,no diploma,1871,1.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Marseille,2
6750,master,University of Texas at Austin,5.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lyon,0
7992,no diploma,Ball Aerospace,8.0,"['AWS', 'Python', 'C', 'C++', 'Docker']",Lyon,1
1465,phd,Amazon.com,4.0,"['Python', 'Tensorflow', 'R', 'Big data']",Toulouse,2
5886,bachelor,Brigham & Women's Hospital(BWH),2.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Lyon,1
8678,master,Slalom Consulting,4.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Rouen,3
7423,master,Alnylam,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Toulon,2
682,bachelor,Maven Wave Partners,3.0,"['MongoDB', 'SQL', 'Docker']",Toulouse,0
8731,phd,University of Texas at Austin,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Toulouse,2
7916,bachelor,Ball Aerospace,8.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Paris,2
8844,bsc,GreenSky,4.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Paris,0
596,master,Ball Aerospace,3.0,"['Elasticsearch', 'Kibana', 'Redshift']",Toulon,0
2325,phd,Ball Aerospace,2.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Bordeaux,2
2951,phd,Broad Institute,1.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Paris,2
8391,phd,American Institutes for Research,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Marseille,0
5711,master,Sensoleak,1.0,"['Python', 'Spark', 'GNU', 'Linux']",Marseille,1
7231,msc,Ball Aerospace,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,3
4275,phd,Oneida ESC Group,3.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Marseille,2
7287,phd,Apple,6.0,"['SQL', 'R', 'Python', '', 'Big data']",Marseille,2
30,phd,BMO Financial Group,3.0,"['MongoDB', 'SQL', 'Docker']",Marseille,0
3552,msc,Kantar Millward Brown,6.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
5258,master,CBRE,1.0,"['Spark', 'Python', 'Scala']",Rennes,1
7740,msc,Ball Aerospace,4.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Toulouse,1
619,no diploma,Nielsen,1.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Paris,0
1392,phd,Amazon.com,1.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
1864,bsc,American Environmental Assessment,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Paris,2
8134,no diploma,"Neilson Financial Services, USA",1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
7730,master,CA Technologies,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Rennes,1
8660,phd,The Nerdery,5.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
1042,master,ICF,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
2211,bachelor,UCAR,1.0,"['Python', 'Java', 'Scala', 'MongoDB']",Paris,0
8855,no diploma,BMO Financial Group,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Marseille,1
4589,master,Cars.com,1.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Lyon,1
5502,bachelor,Evident,9.0,"['Java', 'C', 'C++', 'R', 'Python']",Paris,3
8369,phd,American Century Investments,8.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Strasbourg,2
4278,no diploma,Recurly,2.0,"['Elasticsearch', 'Kibana', 'Redshift']",Strasbourg,0
9093,phd,Analytic Recruiting,3.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
3509,no diploma,Honeywell,3.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Strasbourg,0
4568,no diploma,SciTec,0.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lyon,0
9538,bachelor,Draper,1.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Bordeaux,2
1965,phd,Ball Aerospace,8.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
531,master,MFS Investment Management,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
2186,no diploma,EY,1.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lille,1
793,master,Ball Aerospace,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Nantes,2
6141,master,HDR,1.0,"['Python', 'Java', 'Linux', 'GNU']",Marseille,1
2690,bachelor,Davis Defense Group,5.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
3780,master,HIRECLOUT,1.0,"['Spark', 'Python', 'Scala']",Paris,1
4059,master,Dana-Farber Cancer Institute,3.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Marseille,2
2210,no diploma,CAVA - Technology,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Marseille,2
951,master,Maven Wave Partners,0.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Paris,2
570,no diploma,Charles Schwab,3.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Marseille,0
9323,phd,Intuit,1.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Nice,2
1511,master,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Toulouse,2
5519,msc,CUNA Mutual Group,4.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
7691,master,Schireson,1.0,"['C', 'C++', 'Java', 'Python']",Lyon,2
5030,msc,Ball Aerospace,0.0,"['Spark', 'Python']",Rennes,0
114,master,Dyson,1.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Marseille,1
7240,no diploma,Civis Analytics,0.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
666,phd,ITStaff Technical Resources,4.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Marseille,2
5283,master,Ball Aerospace,4.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Paris,0
6152,master,Jacobs,0.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Paris,0
2698,bachelor,Wayfair,0.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Lyon,0
7212,master,xentity corporation,2.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Paris,1
4871,bachelor,Brigham & Women's Hospital(BWH),5.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Lyon,1
7225,master,Nift,0.0,"['MongoDB', 'SQL', 'Docker']",Lyon,0
7596,master,Ball Aerospace,6.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Lyon,2
3783,bsc,Ball Aerospace,2.0,"['Excel', 'VBA', 'R']",Bordeaux,2
1524,msc,Brigham & Women's Hospital(BWH),2.0,"['Python', 'Pyspark', 'Spark']",Lille,1
2553,master,Santanna Energy Services,3.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Marseille,1
6371,master,PreVisor,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Toulouse,3
5860,phd,Ball Aerospace,8.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Paris,2
1828,phd,Aptiv,2.0,"['Python', 'Tensorflow', 'R', 'Big data']",Toulouse,2
4479,phd,ClimaCell,1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Paris,2
1630,phd,Ball Aerospace,1.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Toulouse,2
17,phd,Feeding America,3.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Toulouse,2
3014,phd,JD.com,1.0,"['VBA', 'Python', 'Excel', 'R']",Toulouse,2
6899,master,Bank of America,1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Paris,3
4696,msc,E*TRADE FINANCIAL,0.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
9158,msc,Boston University,1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Lyon,0
965,phd,Ball Aerospace,1.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Toulouse,2
6755,bachelor,Crain Communications,2.0,"['MongoDB', 'SQL', 'Docker']",Toulouse,0
7023,msc,"RetailMeNot, Inc.",3.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Lyon,3
6690,msc,Kelvin,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Rennes,3
3117,master,Commonwealth Sciences,0.0,"['Python', 'Java', 'Linux', 'GNU']",Lille,1
1428,master,NXP Semiconductors,2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,3
483,msc,Newell Brands,0.0,"['Elasticsearch', 'Kibana', 'Redshift']",Rouen,0
4132,phd,AP Staffing,5.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Nice,3
7193,bachelor,Ball Aerospace,8.0,"['SQL', 'R', 'Python', '', 'Big data']",Rennes,3
5087,master,Invicro,3.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Rouen,0
6330,msc,Ball Aerospace,0.0,"['C', 'C++', 'Java', 'Python']",Toulouse,2
8172,master,Ball Aerospace,2.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Paris,2
7567,phd,Ball Aerospace,2.0,"['Java', 'C', 'C++', 'R', 'Python']",Lyon,2
2552,phd,JUUL Labs,1.0,"['Excel', 'VBA', 'R']",Lyon,3
1155,phd,h2o.ai,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
6053,master,Morningstar,0.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
5961,phd,Aptiv,3.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
3526,phd,Johnson & Johnson Family of Companies,2.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
2773,master,Ball Aerospace,2.0,"['Python', 'Pyspark', 'Spark']",Paris,1
8364,phd,ALS TDI,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Nice,1
1083,no diploma,Ball Aerospace,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Montpellier,0
6401,no diploma,Vertex,5.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
3162,master,Klaviyo,0.0,"['Spark', 'Python', 'Scala']",Marseille,1
